index	Potential [V]	Disk Current density[mA/cm2]	Ring Current density[mA/cm2]
4263	0.12917982060648905	-1.3039550781250002	0.0577545166015625
4262	0.12962651768130598	-1.3034973144531252	0.0579071044921875
4261	0.13008354358004376	-1.3034667968749998	0.05744934082031249
4260	0.13054720943701642	-1.3037109375000002	0.0580902099609375
4259	0.13099132430585314	-1.3031463623046875	0.05780029296875001
4258	0.13145462127625718	-1.303375244140625	0.0580902099609375
4257	0.13188582511519278	-1.302276611328125	0.0578765869140625
4256	0.13235244206471425	-1.302642822265625	0.05792236328125001
4255	0.13279323695443354	-1.3019409179687502	0.0578765869140625
4254	0.1332602227905236	-1.3023223876953125	0.0580291748046875
4253	0.1337010176802429	-1.3016204833984375	0.057891845703125
